A,1,C880FF0000464D0000D001FFFFFFFFFF,"https://test-api.muonline.io/box/pets/DarkMagic.png",DarkMagic
A,1,C900FF0000464E0000D001FFFFFFFFFF,"https://test-api.muonline.io/box/pets/DragonKnight.png",DragonKnight
A,1,CA00FF0000464F0000D001FFFFFFFFFF,"https://test-api.muonline.io/box/pets/DarkWizard.png",DarkWizard
A,1,CB00FF000046500000D001FFFFFFFFFF,"https://test-api.muonline.io/box/pets/FairyElf.png",FairyElf
A,1,CC00FF000046510000D001FFFFFFFFFF,"https://test-api.muonline.io/box/pets/Luki.png",Luki
A,1,CE00FF000046520000D001FFFFFFFFFF,"https://test-api.muonline.io/box/pets/William.png",William
A,1,D000FF000046530000D001FFFFFFFFFF,"https://test-api.muonline.io/box/pets/Tibetton.png",Tibetton
A,1,D200FF000046540000D001FFFFFFFFFF,"https://test-api.muonline.io/box/pets/Wooparoo.png",Wooparoo
A,1,D400FF000046550000D001FFFFFFFFFF,"https://test-api.muonline.io/box/pets/Chiron.png",Chiron
A,1,D600FF000046560000D001FFFFFFFFFF,"https://test-api.muonline.io/box/pets/Desmodus.png",Desmodus
A,1,D880FF000046570000D001FFFFFFFFFF,"https://test-api.muonline.io/box/pets/TibettonMount.png",TibettonMount
A,1,DA00FF000046580000D001FFFFFFFFFF,"https://test-api.muonline.io/box/pets/RuneWizard.png",RuneWizard
A,1,DB00FF000046590000D001FFFFFFFFFF,"https://test-api.muonline.io/box/pets/GaionKharein.png",GaionKharein
A,1,DC00FF0000465A0000D001FFFFFFFFFF,"https://test-api.muonline.io/box/pets/Prince.png",Prince
A,1,DD00FF0000465B0000D001FFFFFFFFFF,"https://test-api.muonline.io/box/pets/KingRexMilon.png",KingRexMilon
A,1,DE00FF0000465C0000D001FFFFFFFFFF,"https://test-api.muonline.io/box/pets/Loggle.png",Loggle
A,1,E000FF0000465D0000D001FFFFFFFFFF,"https://test-api.muonline.io/box/pets/Repen.png",Repen
A,1,E400FF0000465E0000D001FFFFFFFFFF,"https://test-api.muonline.io/box/pets/Balrog.png",Balrog
